,Dataset Name,"Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.1 Solution Size","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 450 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 2250 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 4500 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 6750 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 9000 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 11250 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 13500 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 15750 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 18000 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 20250 with random sample rate of 0.1 Solution Time","Gurobi_warm batch_size=256, learning_rate=0.001, momentum=0.5, gamma=500, gamma_prime=1,  terms=three warm start at step 22500 with random sample rate of 0.1 Solution Time"
83,ER_700_800_0.15_15,39,40,40,37,41,41,39,40,38,39,40,30.04866600036621,30.053762912750244,30.052902936935425,30.031320095062256,30.042057037353516,30.015307188034058,30.05161190032959,30.024820804595947,30.011804819107056,30.062460899353027,30.055404901504517
84,ER_700_800_0.15_9,39,41,40,40,41,39,40,40,39,39,42,30.049503803253174,30.040063858032227,30.04555892944336,30.02619504928589,30.062638998031616,30.012768983840942,30.062283039093018,30.02803087234497,30.188791036605835,30.051715850830078,30.019397020339966
85,ER_700_800_0.15_21,39,42,38,43,40,40,40,39,41,38,41,30.202900171279907,30.127171993255615,30.324822902679443,30.166198015213013,30.08322501182556,30.17196011543274,30.236881017684937,30.425240993499756,30.311041831970215,30.1804780960083,30.192703008651733
86,ER_700_800_0.15_31,42,39,42,39,38,41,39,37,37,41,40,30.111988067626953,30.140317916870117,30.154222011566162,30.130682945251465,30.097376108169556,30.245898008346558,30.23641610145569,30.50349497795105,30.20779514312744,30.763776063919067,30.44046401977539
87,ER_700_800_0.15_17,37,38,41,40,39,38,40,41,42,38,39,30.843590021133423,30.377504110336304,30.445882081985474,30.23923397064209,30.175487995147705,30.234430074691772,30.372807025909424,30.379279851913452,30.414600133895874,30.29106593132019,30.262996196746826
88,ER_700_800_0.15_0,40,40,39,41,39,36,36,39,40,39,39,30.08231496810913,30.1731219291687,30.164750814437866,30.030850887298584,30.073210954666138,30.46062183380127,30.215584993362427,30.145209074020386,30.169914960861206,30.15373992919922,30.13930583000183
89,ER_700_800_0.15_28,37,39,36,38,37,39,39,38,39,42,41,30.22162389755249,30.34055495262146,30.037103176116943,30.10935401916504,30.118340015411377,30.067840099334717,30.107375144958496,30.346112966537476,30.05825185775757,30.032691955566406,30.132991790771484
90,ER_700_800_0.15_16,40,39,39,40,41,40,40,39,40,40,38,30.075241088867188,30.105409860610962,30.0449800491333,30.10260009765625,30.162739038467407,30.026937007904053,30.22589111328125,30.20068597793579,30.079697847366333,30.055444955825806,30.087774991989136
91,ER_700_800_0.15_1,39,39,38,40,38,40,39,41,40,41,39,30.261173963546753,30.05175805091858,30.05611491203308,30.295207023620605,30.2777738571167,30.257763147354126,30.160935163497925,30.14166522026062,30.06080198287964,30.221118927001953,30.403809070587158
92,ER_700_800_0.15_29,39,39,40,36,37,39,38,40,42,40,41,30.174379110336304,30.46607208251953,30.087682008743286,30.211807012557983,30.11113214492798,30.208155870437622,30.440157175064087,30.096365928649902,30.11921787261963,30.194007873535156,30.38331913948059
93,ER_700_800_0.15_8,38,38,38,38,38,41,39,38,38,40,38,30.29585099220276,30.372246026992798,30.297043800354004,30.24637484550476,30.05752921104431,30.273586988449097,30.412508010864258,30.53037190437317,30.161514043807983,30.248565912246704,30.285551071166992
94,ER_700_800_0.15_30,39,38,36,36,34,36,37,39,36,38,36,30.198832988739014,30.083518981933594,30.08579707145691,30.396228790283203,30.162034034729004,30.28455901145935,30.08796501159668,30.203738927841187,30.27721905708313,30.29879379272461,30.309635877609253
95,ER_700_800_0.15_20,39,37,38,37,39,38,36,38,36,38,38,30.34664011001587,30.076968908309937,30.17557716369629,30.10565996170044,30.072101831436157,30.091583013534546,30.135910034179688,30.072422981262207,30.131194829940796,30.048914194107056,30.122677087783813
96,ER_700_800_0.2_31,29,28,27,31,31,28,28,31,29,31,29,30.093008995056152,30.142831802368164,30.409250020980835,30.30179190635681,30.269719123840332,30.16245698928833,30.025651931762695,30.150482177734375,30.15004801750183,30.17145800590515,30.112507104873657
97,ER_700_800_0.2_21,28,30,27,29,28,30,29,28,28,27,32,30.26113986968994,30.03773808479309,30.279186010360718,30.160542011260986,30.163082122802734,30.062355995178223,30.00478506088257,30.08197808265686,30.176235914230347,30.175132989883423,30.08601999282837
98,ER_700_800_0.2_5,28,29,29,30,32,31,29,28,29,30,27,30.305528163909912,30.149895906448364,30.083152055740356,30.423649072647095,30.1022789478302,30.16067099571228,30.195236921310425,30.53310489654541,30.005014896392822,30.334028005599976,30.23024082183838
99,ER_700_800_0.2_28,30,28,28,30,29,29,27,28,32,28,29,30.3450767993927,30.22132396697998,30.198553800582886,30.1856951713562,30.305514812469482,30.047192096710205,30.169972896575928,30.019572019577026,30.524258852005005,30.287392139434814,30.145357847213745
100,ER_700_800_0.2_17,30,29,29,29,29,30,30,29,29,30,29,30.212764024734497,30.195548057556152,30.132339000701904,30.192750930786133,30.033804893493652,30.07775616645813,30.09691095352173,30.041423082351685,30.127975940704346,30.052125215530396,30.126940965652466
101,ER_700_800_0.2_29,30,29,27,28,30,31,30,30,30,27,29,30.11127209663391,30.15053105354309,30.00512409210205,30.10312509536743,30.076611042022705,30.00618290901184,30.117040872573853,30.141456842422485,30.207144021987915,30.248614072799683,30.13984990119934
102,ER_700_800_0.2_16,29,29,29,30,30,30,30,29,29,28,30,30.173407077789307,30.41005802154541,30.120765924453735,30.108992099761963,30.38563895225525,30.262301921844482,30.113431930541992,30.12021017074585,30.30187487602234,30.280609846115112,30.188495874404907
103,ER_700_800_0.2_20,30,30,29,28,29,28,29,30,29,32,29,30.315605878829956,30.13305401802063,30.404053926467896,30.384911060333252,30.16617488861084,30.073896169662476,30.345465898513794,30.43996787071228,30.180161952972412,30.426629066467285,30.67127299308777
104,ER_700_800_0.2_30,27,28,30,29,29,28,30,29,28,29,29,30.12136197090149,30.34012007713318,30.55195903778076,30.200863122940063,30.238559007644653,30.233858823776245,30.209691047668457,30.211017847061157,30.33763885498047,30.257671117782593,30.279655933380127
105,ER_700_800_0.2_4,31,31,30,29,30,30,28,31,32,32,31,30.121371030807495,30.236560821533203,30.17476511001587,30.3407461643219,30.57021999359131,30.5761559009552,30.278565883636475,30.619637966156006,30.202327966690063,30.41455602645874,30.185506105422974
106,ER_700_800_0.2_14,30,33,31,30,30,29,29,32,31,31,29,30.3296000957489,30.17475986480713,30.379802942276,30.605764150619507,30.26921010017395,30.406634092330933,30.15009307861328,30.65757417678833,30.12640905380249,30.31754994392395,30.176698923110962
107,ER_700_800_0.2_6,29,29,27,30,29,29,33,27,28,31,29,30.130542039871216,30.5575909614563,30.207341194152832,30.200500011444092,30.37545108795166,30.273274898529053,30.565834999084473,30.36334204673767,30.194908142089844,30.253504037857056,30.182211875915527
108,ER_700_800_0.2_22,29,29,29,30,27,30,31,29,31,28,31,30.082064867019653,30.21404004096985,30.19425678253174,30.164008140563965,30.00570797920227,30.348526000976562,30.138612985610962,30.10696816444397,30.270498991012573,30.152829885482788,30.25334596633911
109,ER_700_800_0.2_7,28,31,30,29,28,32,32,31,29,30,29,30.174936056137085,30.22365403175354,30.208486080169678,30.096349000930786,30.07533288002014,30.101217031478882,30.078763008117676,30.317094087600708,30.161235094070435,30.141407012939453,30.095319032669067
110,ER_700_800_0.2_23,27,30,30,28,31,30,29,31,30,29,27,30.272528886795044,30.360698223114014,30.236652135849,30.318942070007324,30.1996328830719,30.310230016708374,30.20444107055664,30.06166386604309,30.200716972351074,30.35476303100586,30.084583044052124
111,ER_700_800_0.2_15,29,29,31,31,31,30,30,30,29,30,30,30.272328853607178,30.37576389312744,30.159552097320557,30.302482843399048,30.3163959980011,30.395920991897583,30.24533486366272,30.349950075149536,30.123302221298218,30.361570835113525,30.59047794342041
112,ER_700_800_0.2_10,32,27,31,28,29,29,32,30,30,28,26,30.296885013580322,30.198286056518555,30.172204971313477,30.186216115951538,30.1523220539093,30.32590913772583,30.36454701423645,30.168992042541504,30.227590799331665,30.549531936645508,30.27425193786621
113,ER_700_800_0.2_19,29,29,29,28,30,29,28,29,30,29,28,30.60019016265869,30.214996099472046,30.290215969085693,30.26809310913086,30.224581003189087,30.122046947479248,30.255810022354126,30.027151107788086,30.746187925338745,30.25416088104248,30.43512201309204
114,ER_700_800_0.2_26,29,29,29,30,28,28,29,29,29,29,29,30.27310609817505,30.297986030578613,30.147767066955566,30.192782878875732,30.17229413986206,30.236207008361816,30.089694023132324,30.188337087631226,30.18193292617798,30.005461931228638,30.122663021087646
115,ER_700_800_0.2_2,30,28,30,30,27,30,30,27,29,30,28,30.00528907775879,30.516517162322998,30.309582948684692,30.22775101661682,30.219493865966797,30.53413200378418,30.413990020751953,30.214573860168457,30.348657846450806,30.30590319633484,30.319935083389282
116,ER_700_800_0.2_18,28,30,30,29,30,30,30,28,28,28,29,30.20097017288208,30.14684510231018,30.085577964782715,30.105546951293945,30.179276943206787,30.32055687904358,30.169755220413208,30.620454788208008,30.12564182281494,30.005111932754517,30.08882212638855
117,ER_700_800_0.2_27,28,28,30,28,30,29,28,30,28,29,29,30.09409499168396,30.005872011184692,30.33757495880127,30.151650190353394,30.21275806427002,30.201714038848877,30.005533933639526,30.10807514190674,30.300620079040527,30.12782096862793,30.122348070144653
118,ER_700_800_0.2_3,30,30,30,29,29,31,31,30,33,30,28,30.26277804374695,30.291078090667725,30.38573908805847,30.35723114013672,30.40440797805786,30.825627088546753,30.300612211227417,30.225080966949463,30.588842153549194,30.39249610900879,30.40724515914917
119,ER_700_800_0.2_11,26,27,28,29,31,28,28,29,28,28,27,30.607598066329956,30.398572206497192,30.33257794380188,30.355622053146362,30.17247200012207,30.334038972854614,30.3177170753479,30.47950506210327,30.420516967773438,30.307309865951538,30.11497688293457
120,ER_700_800_0.2_1,30,28,26,29,29,30,30,32,29,29,29,30.00467300415039,30.54526996612549,30.115694999694824,30.17444109916687,30.103320837020874,30.14382791519165,30.460245847702026,30.275722980499268,30.199138879776,30.004426956176758,30.27027201652527
121,ER_700_800_0.2_25,29,28,28,30,29,29,29,29,28,28,29,30.128879070281982,30.012332916259766,30.434927940368652,30.204757928848267,30.004365921020508,30.37655997276306,30.254467010498047,30.709295988082886,30.054233074188232,30.008755207061768,30.44828510284424
122,ER_700_800_0.2_13,30,31,29,28,26,30,28,28,30,30,27,30.210701942443848,30.066277980804443,30.014873027801514,30.17572593688965,30.03173804283142,30.020583152770996,30.00429892539978,30.057905912399292,30.06228804588318,30.881463050842285,31.673532962799072
123,ER_700_800_0.2_8,29,28,29,31,27,27,29,26,29,30,29,30.597240209579468,30.169636011123657,30.35846185684204,30.10354495048523,30.02663803100586,30.553921937942505,30.425071001052856,30.27380084991455,30.545050859451294,30.296857118606567,30.28777003288269
124,ER_700_800_0.2_12,29,30,28,30,29,27,28,30,29,32,28,30.081012964248657,30.168142080307007,30.27112913131714,30.20824909210205,30.23603391647339,30.426350831985474,30.342146158218384,30.411302089691162,30.26833200454712,30.14263892173767,30.45297598838806
125,ER_700_800_0.2_9,28,30,28,28,28,28,27,27,30,27,29,30.164528846740723,30.004854917526245,30.01762104034424,30.260545015335083,30.373745918273926,30.2935152053833,30.006157159805298,30.033184051513672,30.31411099433899,30.005990982055664,30.22119116783142
126,ER_700_800_0.2_0,28,29,28,25,26,30,28,27,28,29,28,30.06423306465149,30.33187699317932,30.062371969223022,30.02421808242798,30.488224983215332,31.006387948989868,30.006167888641357,30.12258791923523,30.05945897102356,30.193610906600952,30.50739598274231
127,ER_700_800_0.2_24,30,27,29,29,27,30,27,27,27,29,28,30.411449909210205,30.647855043411255,30.161985874176025,30.018786907196045,30.56760001182556,30.29201889038086,30.4981210231781,31.257071018218994,30.315160989761353,30.056477069854736,30.03662109375
